Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_LocationRestricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_CC,Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile 
2019200900147,1,9,0,18,0,4,1,10,3,2,1,1,6,1,43,7,1896,2,11,5,1,5
2019200900185,1,9,0,7,0,5,0,0,0,0,3,1,6,1,28,6,1600,2,9,1,1,1
2019200900185,2,8,0,9,0,5,0,0,0,0,1,1,1,1,48,8,1968,2,4,1,1,1
2019200900220,1,9,0,18,0,8,0,0,0,0,4,1,1,1,54,8,1798,8,1,2,1,2
2019200900220,2,9,0,7,0,8,0,0,0,0,1,1,6,1,-1,-1,1395,1,1,4,1,4
2019200900243,1,9,0,18,0,4,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200900243,2,9,0,9,0,8,0,0,0,0,3,1,6,1,20,4,1598,2,-1,1,1,1
2019200900255,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1200,1,4,-1,-1,-1
2019200900255,2,9,0,18,0,0,0,0,0,0,2,1,6,1,67,10,1968,2,3,4,1,4
2019200900410,1,9,0,9,0,6,0,0,0,0,4,1,1,1,33,6,1686,2,15,2,1,2
2019200900410,2,9,0,18,0,8,0,0,0,0,1,1,1,2,42,7,1390,1,4,2,1,2
2019200900419,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200900419,2,9,0,18,0,8,0,0,0,0,1,1,6,1,27,6,1598,1,13,1,1,1
2019200900449,1,9,0,18,0,8,0,10,7,1,1,1,3,2,28,6,1229,1,11,2,1,2
2019200900498,1,9,0,18,0,8,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200900498,2,9,0,18,0,8,0,0,0,0,0,1,6,2,24,5,999,1,1,2,1,2
2019200900586,1,9,0,18,0,0,0,0,0,0,4,1,6,2,56,9,1587,1,12,1,1,1
2019200900820,1,9,0,11,0,0,0,0,0,0,1,1,6,1,36,7,1248,2,5,1,1,1
2019200900820,2,9,0,3,0,0,0,10,1,0,1,1,6,1,-1,-1,998,1,4,-1,-1,-1
2019200900828,1,9,0,16,0,1,0,10,2,11,1,1,6,1,23,5,1348,1,18,6,1,6
2019200900828,2,9,0,16,0,1,0,0,0,0,2,1,6,1,22,5,1984,1,-1,3,1,3
2019200900828,3,9,0,7,0,1,0,0,0,0,2,1,2,2,21,5,1390,1,5,2,1,2
2019200900988,1,9,0,18,0,8,0,0,0,0,1,1,6,1,34,6,1242,1,16,-1,-1,-1
2019200900988,2,9,0,9,0,6,0,0,0,0,1,1,6,1,28,6,2000,1,14,1,1,1
2019200900990,1,9,0,18,0,1,0,0,0,0,1,1,1,1,33,6,-1,-1,-1,1,1,1
2019200901036,1,9,0,9,0,5,0,0,0,0,3,1,3,2,36,7,1596,1,10,1,1,1
2019200901036,2,1,0,13,0,8,0,0,0,0,1,1,1,1,40,7,-1,-1,-1,7,1,7
2019200901046,1,9,0,18,0,8,0,0,0,0,1,1,6,1,26,6,1199,1,17,5,1,5
2019200901046,2,9,0,9,0,8,0,0,0,0,4,1,6,1,18,4,1242,1,1,7,1,7
2019200901200,1,9,0,13,0,1,0,0,0,0,1,1,6,3,-1,-1,1984,1,12,-1,-1,-1
2019200901200,2,9,0,18,0,2,0,0,0,0,1,1,6,2,21,5,1229,1,8,1,1,1
2019200901284,1,9,0,18,0,0,0,0,0,0,1,1,6,1,26,6,1398,1,5,3,-1,3
2019200901386,1,9,0,18,0,1,0,0,0,0,1,1,6,1,49,8,1968,2,10,1,1,1
2019200901386,2,9,0,18,0,1,0,0,0,0,4,1,6,1,-1,-1,1984,1,2,-1,-1,-1
2019200901486,1,9,0,9,0,6,0,0,0,0,1,1,6,2,20,4,998,1,11,4,1,4
2019200901486,2,19,0,18,0,8,0,7,4,0,4,1,6,1,29,6,1598,2,4,7,3,7
2019200901901,1,9,0,7,0,6,0,4,7,0,1,1,6,1,29,6,1596,1,13,1,1,1
2019200901901,2,9,0,7,0,6,0,0,0,0,0,1,1,1,-1,-1,2993,2,1,5,1,5
2019200901901,3,9,0,2,9,1,0,0,0,0,1,1,6,1,67,10,2487,2,20,4,1,4
2019200901997,1,9,0,18,0,3,0,10,2,11,4,1,6,1,23,5,4293,1,19,2,1,2
2019200901997,2,9,0,18,0,2,0,0,0,0,3,1,1,1,-1,-1,2993,2,2,5,1,5
2019200902027,1,9,0,9,0,5,1,10,1,11,1,1,6,1,27,6,1995,2,3,2,1,2
2019200902027,2,9,0,9,0,5,0,0,0,0,1,1,1,1,-1,-1,2993,2,1,-1,-1,-1
2019200902043,1,9,0,17,0,0,2,10,1,2,4,1,6,1,19,4,1229,1,11,3,1,3
2019200902084,1,9,0,9,0,1,0,0,0,0,1,1,1,2,49,8,1998,1,16,5,1,5
2019200902084,2,9,0,18,0,2,0,0,0,0,3,1,2,2,38,7,1390,1,17,5,1,5
2019200902123,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,1229,1,10,-1,-1,-1
2019200902123,2,9,0,8,0,1,0,0,0,0,2,1,6,2,27,6,998,1,1,2,1,2
2019200902138,1,9,0,18,0,3,1,10,2,2,2,1,6,1,23,5,1598,1,12,1,1,1
2019200902138,2,9,0,18,0,3,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200902171,1,9,0,18,0,8,1,7,6,0,1,1,2,2,21,5,1595,1,5,1,1,1
2019200902171,2,9,0,7,0,6,0,0,0,0,4,1,2,1,28,6,1560,2,11,3,1,3
2019200902171,3,9,0,18,0,1,0,0,0,0,4,1,2,1,59,9,2993,2,-1,9,3,9
2019200902180,1,9,0,18,0,0,0,0,0,0,1,1,6,2,33,6,1198,1,16,1,1,1
2019200902180,2,9,0,18,0,0,0,0,0,0,2,1,6,2,54,8,3199,1,18,3,1,3
2019200902185,1,9,0,18,0,1,0,0,0,0,2,1,6,2,35,6,1968,2,12,-1,-1,-1
2019200902185,2,9,0,3,0,1,0,0,0,0,0,1,6,1,48,8,1200,1,3,8,1,8
2019200902301,1,9,0,9,0,6,0,0,0,0,3,1,6,1,55,8,1598,2,2,3,1,3
2019200902301,2,9,0,14,0,8,0,0,0,0,1,1,3,1,40,7,1560,2,2,3,1,3
2019200902316,1,9,0,3,0,1,0,0,0,0,2,1,6,2,53,8,1242,1,9,3,1,3
2019200902316,2,9,0,18,0,1,0,0,0,0,1,1,6,1,22,5,1995,2,4,3,1,3
2019200902333,1,9,0,18,0,1,0,7,1,4,3,1,6,1,-1,-1,1560,2,11,-1,-1,-1
2019200902333,2,9,0,3,0,2,0,0,0,0,3,1,6,1,31,6,998,1,2,9,1,9
2019200902336,1,19,0,18,0,0,0,0,0,0,4,1,6,1,80,11,1560,2,11,9,1,9
2019200902340,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1499,2,2,-1,-1,-1
2019200902340,2,9,0,3,0,0,0,0,0,0,2,1,6,2,66,10,2143,2,6,9,1,9
2019200902357,1,9,0,5,0,0,0,0,0,0,0,1,6,3,-1,-1,1956,2,7,-1,-1,-1
2019200902375,1,9,0,18,0,0,0,0,0,0,1,1,6,1,87,11,1398,1,15,5,1,5
2019200902375,2,1,0,14,0,0,0,0,0,0,2,1,2,1,32,6,-1,-1,-1,2,1,2
2019200902376,1,9,0,18,0,4,0,0,0,0,3,1,6,1,35,6,1900,2,19,1,1,1
2019200902376,2,9,0,18,0,8,0,0,0,0,4,1,6,2,63,9,-1,-1,-1,5,1,5
2019200902376,3,9,0,18,0,1,0,0,0,0,0,1,1,1,-1,-1,1598,2,1,7,1,7
2019200902376,4,9,0,18,0,1,0,0,0,0,0,1,1,1,-1,-1,1598,2,1,7,1,7
2019200902379,1,9,0,9,0,5,0,0,0,0,3,1,6,1,37,7,1685,2,5,2,1,2
2019200902379,2,9,0,18,0,8,0,0,0,0,1,1,6,2,30,6,2143,2,4,8,2,8
2019200902404,1,9,0,5,0,1,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
2019200902405,1,11,0,5,0,0,0,0,0,0,3,1,6,1,67,10,10837,2,3,8,1,8
2019200902405,2,9,0,5,0,0,0,0,0,0,4,1,6,1,22,5,-1,-1,-1,9,1,9
2019200902405,3,21,0,5,0,0,0,0,0,0,4,1,6,1,65,9,10837,2,8,10,1,10
2019200902440,1,9,0,18,2,0,0,0,0,0,1,1,1,1,47,8,-1,-1,-1,8,1,8
2019200902450,1,9,0,16,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200902457,1,9,0,18,0,8,0,7,0,0,1,1,6,1,38,7,1598,2,2,7,1,7
2019200902457,2,9,0,18,0,8,0,0,0,0,3,1,6,1,35,6,1991,8,2,9,1,9
2019200902457,3,9,0,8,0,8,0,0,0,0,2,1,6,2,31,6,1199,2,5,2,1,2
2019200902482,1,9,0,9,0,8,0,0,0,0,3,1,6,2,57,9,1496,1,3,4,1,4
2019200902489,1,9,0,9,0,1,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200902489,2,9,0,10,0,1,0,0,0,0,3,1,6,2,-1,-1,998,1,2,-1,-1,-1
2019200902547,1,21,1,1,0,0,0,0,0,0,2,1,1,1,41,7,12740,2,7,5,1,5
2019200902568,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,1598,1,8,-1,-1,-1
2019200902568,2,9,0,8,0,1,0,0,0,0,2,1,6,1,41,7,1968,2,8,2,1,2
2019200902657,1,9,0,9,0,5,0,0,0,0,3,1,6,1,22,5,999,1,-1,2,1,2
2019200902657,2,9,0,18,0,8,0,0,0,0,1,1,6,2,28,6,1995,2,12,2,1,2
2019200902744,1,9,0,7,0,5,0,0,0,0,4,1,6,1,36,7,1910,2,12,10,1,10
2019200902744,2,1,0,18,0,8,0,0,0,0,1,1,6,1,22,5,-1,-1,-1,1,1,1
2019200902757,1,9,0,18,0,3,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200902787,1,9,0,18,0,2,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
2019200902787,2,1,0,18,0,2,0,0,0,0,1,1,4,1,10,2,-1,-1,-1,4,-1,4
2019200902820,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1599,1,11,-1,-1,-1
2019200902820,2,8,0,5,0,0,0,0,0,0,3,1,1,1,-1,-1,1968,2,8,-1,-1,-1
2019200902844,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,1798,8,1,-1,-1,-1
2019200902846,1,8,0,5,2,0,0,0,0,0,1,1,1,1,61,9,1560,2,4,8,3,8
2019200902949,1,21,0,18,0,0,0,0,1,0,1,1,1,1,50,8,11705,2,11,1,1,1
2019200902949,2,21,1,18,0,0,0,0,0,0,2,1,1,1,58,9,12809,2,1,4,1,4
2019200902985,1,9,0,18,0,8,0,0,0,0,1,1,1,2,36,7,1197,1,2,1,1,1
2019200902985,2,9,0,18,0,8,0,0,0,0,4,1,1,2,19,4,1242,1,9,8,1,8
2019200903048,1,9,0,16,0,0,0,0,0,0,3,1,6,1,22,5,898,1,2,1,1,1
2019200903048,2,9,0,16,0,0,0,0,0,0,4,1,6,1,52,8,2179,2,5,1,1,1
2019200903051,1,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200903051,2,9,0,18,0,1,0,0,0,0,2,1,6,1,30,6,1753,2,9,1,1,1
2019200903053,1,9,0,18,0,0,1,10,4,10,1,1,6,1,24,5,1596,1,6,8,1,8
2019200903061,1,9,0,18,0,0,0,0,0,0,4,1,6,1,-1,-1,1997,2,6,-1,-1,-1
2019200903061,2,9,0,3,0,0,0,0,0,0,2,1,6,1,-1,-1,1496,1,-1,-1,-1,-1
2019200903084,1,9,0,11,0,0,0,0,0,0,2,1,6,1,-1,-1,1560,2,4,-1,-1,-1
2019200903084,2,9,0,18,0,0,0,0,0,0,1,1,6,1,39,7,1986,2,14,1,1,1
2019200903217,1,19,0,18,0,0,0,4,6,2,1,1,6,1,-1,-1,1868,2,13,-1,-1,-1
2019200903217,2,9,0,2,0,0,0,4,0,0,2,1,5,2,54,8,1399,1,1,4,1,4
2019200903217,3,9,0,2,0,0,0,0,0,0,2,1,5,3,-1,-1,2179,2,7,-1,-1,-1
2019200903217,4,9,0,2,9,0,0,0,0,0,0,1,5,3,-1,-1,988,1,2,-1,-1,-1
2019200903217,5,9,0,2,9,0,0,0,0,0,0,1,6,3,-1,-1,1339,1,10,-1,-1,-1
2019200903255,1,9,0,1,0,1,0,0,0,0,2,1,6,1,25,5,1560,2,4,1,1,1
2019200903275,1,9,0,18,0,8,0,0,0,0,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
2019200903275,2,9,0,9,0,8,0,0,0,0,1,1,6,2,-1,-1,1998,2,10,3,1,3
2019200903319,1,9,0,18,0,0,0,0,0,0,1,1,6,2,45,7,1998,1,1,1,1,1
2019200903322,1,9,0,18,0,8,0,0,0,0,0,1,6,2,67,10,1318,1,-1,9,1,9
2019200903322,2,9,0,5,0,6,0,0,0,0,1,1,2,2,54,8,1995,1,10,9,1,9
2019200903344,1,9,0,9,0,6,0,0,0,0,1,1,6,2,50,8,998,1,19,2,1,2
2019200903344,2,19,0,18,0,8,0,0,0,0,1,1,6,1,57,9,1968,2,-1,5,1,5
2019200903357,1,9,0,18,0,0,0,0,0,0,1,1,6,1,18,4,1560,2,7,1,1,1
2019200903357,2,9,0,4,0,0,0,0,0,0,2,1,6,2,22,5,999,1,3,1,1,1
2019200903366,1,8,0,2,0,8,0,0,0,0,1,1,1,1,33,6,1580,8,2,2,1,2
2019200903366,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,2204,2,11,-1,-1,-1
2019200903374,1,9,0,18,0,8,0,0,0,0,1,1,2,2,-1,-1,1248,1,4,5,1,5
2019200903374,2,9,0,18,0,8,0,0,0,0,4,1,2,2,29,6,1968,2,8,1,1,1
2019200903401,1,9,0,18,0,8,0,4,0,0,1,1,6,1,-1,-1,2993,2,12,-1,-1,-1
2019200903401,2,9,0,9,0,6,0,0,0,0,2,1,2,1,45,7,1598,2,4,1,1,1
2019200903401,3,9,0,2,0,2,0,0,0,0,2,1,5,3,-1,-1,1686,2,15,-1,-1,-1
2019200903401,4,9,0,2,0,1,0,0,0,0,2,1,5,3,-1,-1,1797,8,4,-1,-1,-1
2019200903431,1,9,0,18,0,1,0,0,1,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200903431,2,9,0,3,0,1,0,0,1,0,2,1,6,2,36,7,1995,2,14,1,1,1
2019200903468,1,9,0,18,0,0,0,0,0,0,1,1,1,1,43,7,1598,2,9,1,1,1
2019200903529,1,9,0,9,0,6,0,0,0,0,1,1,2,2,23,5,1242,1,2,6,3,6
2019200903529,2,9,0,18,0,8,0,0,0,0,1,1,2,2,32,6,1968,2,5,8,1,8
2019200903621,1,9,0,9,0,6,0,0,0,0,4,1,3,2,31,6,1896,2,10,4,1,4
2019200903621,2,9,0,18,0,8,0,0,0,0,1,1,2,2,24,5,1499,2,3,10,1,10
2019200903629,1,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200903643,1,11,0,18,0,8,0,0,0,0,1,1,1,1,43,7,5132,2,-1,-1,-1,-1
2019200903649,1,9,0,18,0,8,0,0,0,0,3,1,6,1,26,6,1390,1,10,1,1,1
2019200903649,2,9,0,18,0,8,0,0,0,0,4,1,6,2,32,6,1149,1,17,1,1,1
2019200903667,1,9,0,18,0,6,0,0,0,0,1,1,6,1,-1,-1,1500,2,1,-1,-1,-1
2019200903667,2,1,0,18,0,8,0,0,0,0,4,1,6,2,42,7,-1,-1,-1,1,1,1
2019200903684,1,9,0,13,0,8,5,0,0,0,1,1,6,2,34,6,2987,2,12,1,1,1
2019200903684,2,9,0,9,0,5,0,10,1,11,2,1,6,2,63,9,998,1,18,-1,-1,-1
2019200903701,1,9,0,5,0,8,0,0,0,0,3,1,6,2,35,6,1896,2,16,1,1,1
2019200903701,2,19,0,18,0,8,0,0,0,0,1,1,1,1,37,7,2198,2,4,1,1,1
2019200903702,1,9,0,18,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200903702,2,9,0,18,0,0,0,0,0,0,1,1,3,1,38,7,1686,2,8,1,1,1
2019200903729,1,1,0,18,0,1,0,0,0,0,1,1,6,1,24,5,-1,-1,-1,5,1,5
2019200903729,2,9,0,10,0,1,0,0,0,0,4,1,6,1,59,9,2985,2,13,7,1,7
2019200903827,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200903830,1,9,0,9,0,5,0,0,0,0,1,1,6,1,-1,-1,1398,1,5,1,1,1
2019200903830,2,1,0,18,0,8,0,0,0,0,1,1,6,1,62,9,-1,-1,-1,10,1,10
2019200903839,1,9,0,11,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200903839,2,9,0,18,0,0,0,0,0,0,3,1,6,2,27,6,1229,1,13,7,1,7
2019200904301,1,8,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200904301,2,9,0,5,0,0,0,0,0,0,2,1,6,2,42,7,1998,1,16,3,1,3
2019200904327,1,9,0,18,0,8,1,0,0,0,1,1,6,1,47,8,1596,1,9,1,1,1
2019200904327,2,98,0,5,0,8,1,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,5,1,5
2019200904389,1,19,0,7,0,8,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200904389,2,1,0,18,0,8,0,0,0,0,0,1,6,1,29,6,-1,-1,-1,-1,-1,-1
2019200904403,1,9,0,18,0,0,0,0,0,0,3,1,6,3,-1,-1,1595,1,5,-1,-1,-1
2019200904403,2,9,0,18,0,0,0,0,0,0,3,1,6,1,18,4,1198,1,9,1,1,1
2019200904410,1,1,0,18,0,2,1,0,0,0,1,1,4,1,11,3,-1,-1,-1,6,1,6
2019200904410,2,9,0,18,0,2,0,0,0,0,1,1,2,1,30,6,1753,2,12,3,1,3
2019200904413,1,19,0,18,0,8,0,0,0,0,1,1,1,1,28,6,2402,2,9,3,1,3
2019200904413,2,9,0,5,0,8,0,0,0,0,1,1,6,2,36,7,1364,2,10,1,1,1
2019200904539,1,9,0,7,0,2,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200904556,1,9,0,18,0,2,0,0,0,0,4,1,6,3,-1,-1,1598,1,14,-1,-1,-1
2019200904556,2,9,0,18,0,1,0,0,0,0,0,1,1,1,29,6,1598,2,2,-1,-1,-1
2019200904556,3,9,0,18,0,2,0,0,0,0,1,1,6,2,21,5,998,1,11,10,1,10
2019200904556,4,9,0,4,0,2,0,0,0,0,2,1,6,1,21,5,1390,1,10,2,1,2
2019200904556,5,9,0,18,0,1,0,0,0,0,4,1,6,1,36,7,1968,2,8,8,1,8
2019200904619,1,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
2019200904803,1,9,0,18,9,8,0,0,0,0,1,1,6,1,40,7,1390,1,8,1,1,1
2019200904803,2,9,0,18,0,8,0,10,0,0,1,1,6,1,30,6,1596,1,10,4,1,4
2019200904816,1,9,0,1,9,0,0,0,0,0,2,1,6,1,-1,-1,1598,1,13,-1,-1,-1
2019200904869,1,19,0,18,0,2,0,4,0,0,1,1,1,1,49,8,1560,2,1,3,1,3
2019200904869,2,9,0,18,0,1,0,0,0,0,1,1,6,1,40,7,1246,1,13,1,1,1
2019200904869,3,9,0,2,9,2,0,0,0,0,1,1,6,1,61,9,2993,2,9,3,1,3
2019200904912,1,9,0,6,0,0,0,0,0,0,1,1,1,1,-1,-1,1896,2,16,2,1,2
2019200904912,2,9,0,18,0,0,0,0,0,0,3,1,6,1,24,5,1781,1,14,7,1,7
2019200904925,1,9,0,18,0,8,0,0,0,0,4,1,6,2,39,7,1199,1,-1,1,1,1
2019200904925,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,2143,2,8,-1,-1,-1
2019200904947,1,9,0,18,0,4,0,0,0,0,1,1,6,1,22,5,1950,2,3,1,1,1
2019200904947,2,9,0,18,0,3,0,10,7,0,4,1,6,1,20,4,1242,1,12,1,1,1
2019200905002,1,9,0,5,0,8,0,0,0,0,3,1,6,1,52,8,1896,2,13,1,1,1
2019200905002,2,9,0,18,0,8,1,0,0,0,4,1,6,1,22,5,1968,2,6,1,1,1
2019200905055,1,9,0,9,0,6,1,0,1,0,1,1,6,1,18,4,1984,1,5,3,1,3
2019200905055,2,9,0,18,0,8,1,0,0,0,1,1,6,2,28,6,1896,2,12,3,1,3
2019200905132,1,9,0,18,0,0,0,0,0,0,1,1,6,1,41,7,1896,2,11,1,1,1
2019200905370,1,9,0,18,0,4,0,0,0,0,3,1,6,2,43,7,2401,2,14,1,1,1
2019200905370,2,9,0,18,0,8,0,0,0,0,3,1,2,2,44,7,1598,1,6,7,1,7
2019200905376,1,9,0,18,0,1,0,4,0,0,1,1,6,1,17,4,1390,1,9,1,1,1
2019200905376,2,9,0,5,0,2,0,4,3,0,4,1,5,2,43,7,1240,1,11,1,1,1
2019200905376,3,19,0,2,0,2,0,0,0,0,2,1,1,1,31,6,2143,2,-1,5,1,5
2019200905377,1,9,0,18,0,0,0,0,0,0,0,1,6,1,70,10,1988,2,16,5,1,5
2019200905379,1,9,0,18,0,8,0,0,0,0,4,1,6,2,41,7,1995,2,8,3,1,3
2019200905379,2,9,0,18,0,6,0,0,0,0,1,1,6,3,-1,-1,1197,1,8,2,1,2
2019200905427,1,9,0,18,0,8,0,0,0,0,1,1,6,1,22,5,1995,2,4,1,1,1
2019200905427,2,9,0,18,0,8,0,0,0,0,4,1,6,1,65,9,1896,2,13,4,1,4
2019200905505,1,9,0,9,0,5,0,0,0,0,1,1,1,1,51,8,2000,1,11,1,1,1
2019200905505,2,1,0,18,0,8,0,0,0,0,1,1,1,1,44,7,-1,-1,-1,3,1,3
2019200905529,1,9,0,18,0,8,0,0,0,0,4,1,2,2,55,8,1997,2,7,3,1,3
2019200905529,2,9,0,5,0,8,0,0,0,0,1,1,1,1,48,8,1797,8,4,1,1,1
2019200905559,1,9,0,5,0,6,0,0,0,0,1,1,6,2,41,7,1299,1,17,9,1,9
2019200905559,2,9,0,18,0,8,0,0,0,0,1,1,6,2,33,6,1598,1,5,7,1,7
2019200905602,1,9,0,10,0,8,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200905602,2,1,0,9,0,5,0,8,0,0,1,1,6,1,44,7,-1,-1,-1,1,1,1
2019200905617,1,9,0,18,0,8,0,0,0,0,1,1,1,1,30,6,-1,-1,-1,1,1,1
2019200905636,1,11,0,4,0,1,0,0,0,0,0,1,1,1,41,7,8268,2,16,4,1,4
2019200905659,1,9,0,18,0,1,0,0,0,0,1,1,6,1,26,6,1150,1,13,1,1,1
2019200905659,2,9,0,3,0,1,0,0,0,0,2,1,6,2,34,6,1997,2,9,1,1,1
2019200905842,1,9,0,1,0,6,0,0,0,0,2,1,6,2,-1,-1,1364,2,11,-1,-1,-1
2019200905842,2,9,0,3,0,8,0,0,0,0,2,1,5,2,42,7,1598,1,11,1,1,1
2019200905856,1,9,0,13,0,0,0,0,1,0,1,1,6,1,32,6,1984,1,12,1,1,1
2019200905856,2,19,0,18,0,0,0,0,1,0,1,1,2,2,28,6,1753,2,14,1,1,1
2019200905881,1,9,0,14,0,0,1,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
2019200905881,2,9,0,14,0,0,0,0,0,0,2,1,2,2,21,5,1398,1,3,1,1,1
2019200905886,1,9,0,7,0,6,0,0,0,0,3,1,6,1,59,9,1596,1,4,6,1,6
2019200905886,2,1,0,18,0,8,0,0,0,0,1,1,6,1,47,8,-1,-1,-1,1,1,1
2019200905905,1,9,0,5,0,6,0,10,1,10,1,1,6,1,42,7,1329,1,5,9,1,9
2019200905905,2,19,0,18,0,8,0,0,0,0,4,1,6,1,26,6,1461,2,2,1,1,1
2019200905923,1,9,0,14,0,2,0,0,0,0,1,1,2,1,25,5,1499,1,3,1,1,1
2019200905937,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,1461,2,4,-1,-1,-1
2019200905937,2,9,0,18,0,8,0,0,0,0,2,1,6,1,34,6,1798,8,3,7,1,7
2019200905943,1,9,0,9,0,8,0,0,0,0,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1
2019200905946,1,9,0,18,0,1,0,0,0,0,1,1,6,1,46,8,2698,2,10,8,1,8
2019200905946,2,9,0,18,0,2,1,0,0,0,3,1,6,2,39,7,1497,8,2,5,1,5
2019200905946,3,9,0,18,0,1,1,0,0,0,2,1,6,1,31,6,998,1,5,6,1,6
2019200905947,1,9,0,18,0,2,0,0,0,0,1,1,6,1,67,10,1364,1,13,1,1,1
2019200905976,1,9,0,18,0,8,0,0,7,0,1,1,6,1,20,4,1600,1,15,2,1,2
2019200905976,2,9,0,18,0,8,0,0,0,0,3,1,6,2,47,8,1798,8,2,2,1,2
2019200905976,3,9,0,18,0,1,0,0,0,0,0,1,1,1,26,6,2993,2,1,-1,-1,-1
2019200905984,1,21,1,11,0,0,0,0,0,0,1,1,1,1,37,7,12809,2,1,1,1,1
2019200905984,2,9,0,18,0,0,1,10,7,1,2,1,6,2,34,6,998,1,8,8,1,8
2019200906020,1,9,0,9,0,8,0,0,0,0,1,1,6,1,68,10,1461,2,4,1,1,1
2019200906020,2,9,0,18,0,8,0,10,1,0,3,1,6,2,40,7,1598,1,12,8,1,8
2019200906036,1,9,0,18,0,6,0,0,0,0,1,1,6,1,23,5,1968,2,8,3,1,3
2019200906036,2,97,0,9,0,8,0,0,0,0,4,1,1,1,30,6,-1,-1,-1,1,1,1
2019200906100,1,9,0,7,0,6,0,0,0,0,1,1,6,1,23,5,1968,2,7,1,1,1
2019200906100,2,9,0,18,0,8,0,0,0,0,3,1,6,2,45,7,1796,2,5,1,1,1
2019200906102,1,1,0,18,9,6,0,0,0,0,4,1,3,1,11,3,-1,-1,-1,1,1,1
2019200906102,2,9,0,4,0,1,0,0,0,0,1,1,1,1,31,6,1248,2,15,4,1,4
2019200906113,1,9,0,18,0,0,0,0,0,0,1,1,6,1,28,6,-1,-1,-1,1,1,1
2019200906254,1,9,0,18,0,1,1,10,1,10,1,1,6,1,32,6,-1,-1,-1,-1,-1,-1
2019200906505,1,9,0,18,0,0,1,4,8,4,4,1,6,1,24,5,1753,2,17,2,1,2
2019200906505,2,9,0,2,0,0,0,0,0,0,3,1,5,1,-1,-1,875,1,5,-1,-1,-1
2019200906505,3,9,0,17,0,0,0,0,0,0,0,1,1,1,-1,-1,2993,2,2,-1,-1,-1
2019200906637,1,9,0,18,0,4,1,0,0,0,1,1,6,1,31,6,1598,1,14,1,1,1
2019200906637,2,1,0,18,0,8,5,10,7,0,4,1,6,1,62,9,-1,-1,-1,1,1,1
2019200906669,1,9,0,18,0,1,0,10,1,0,1,1,6,2,64,9,1598,1,16,1,1,1
